Sample	Group	"Lactic_Acid,_2TMS_derivative"	"L-Alanine,_2TMS_derivative"	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	"3-Methyl-2-butenoic_acid,_morpholide"	"Silanol,_trimethyl-,_carbonate_(2:1)"	"Pentasiloxane,_dodecamethyl-"	"1,4-Butanediol,_2TMS_derivative"	Creatinine	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	"L-Valine,_2TMS_derivative"	"Ethylphosphonic_acid,_2TMS_derivative"	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	"Benzoic_Acid,_TMS_derivative"	"L-Isoleucine,_2TMS_derivative"	"L-Proline,_2TMS_derivative"	"Glycine,_3TMS_derivative"	"Butanedioic_acid,_2TMS_derivative"	"L-Leucine,_2TMS_derivative"	"Glyceric_acid,_3TMS_derivative"	"Uracil,_2TMS_derivative"	"Serine,_3TMS_derivative"	"8,10-Dioxaheptadecane"	Unknown_7_02	"Pipecolic_acid,_2TMS_derivative"	"L-Threonine,_3TMS_derivative"	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	".beta.-Alanine,_3TMS_derivative"	"3-Amino-2-piperidone,_2TMS_derivative"	Unknown_9_81	"Malic_acid,_3TMS_derivative"	"Erythritol_2,_4TMS_derivative"	"Tromethamine,_4TMS_derivative"	"Pyroglutamic_acid,_TMS_derivative"	"L-Aspartic_acid,_3TMS_derivative"	"L-Methionine,_2TMS_derivative"	"L-5-Oxoproline,_,_2TMS_derivative"	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	"4-Aminobutanoic_acid,_3TMS_derivative"	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	"DL-Phenylalanine,_TMS_derivative"	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	"2-Aminoadipic_acid,_3TMS_derivative"	"3-Phenyllactic_acid,_2TMS_derivative"	"2-Aminooctanoic_acid,_2TMS_derivative"	"L-Glutamic_acid,_3TMS_derivative"	"L-Phenylalanine,_2TMS_derivative"	"2-Aminoheptanedioic_acid,_3TMS_derivative"	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	Unknown_15_17	"Asparagine,_3TMS_derivative"	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	"Xylitol,_5TMS_derivative"	"Putrescine,_4TMS_derivative"	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	"Myo-Inositol,_6TMS_derivative_isomer_1"	"Terephthalic_acid,_2TMS_derivative"	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	"9H-Purin-6-ol,_2TMS_derivative"	"L-Ornithine,_4TMS_derivative"	"Citric_acid,_4TMS_derivative"	Unknown_19_62	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	"Adenine,_2TMS_derivative"	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	"D-(+)-Gluconolactone,_4TMS_derivative"	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	"Cadaverine,_4TMS_derivative"	"L-Lysine,_4TMS_derivative"	"D-Glucitol,_6TMS_derivative"	"L-Tyrosine,_3TMS_derivative"	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	"D-Gluconic_acid,_6TMS_derivative"	"Muco-Inositol,_6TMS_derivative"	Unknown_22_95	"Glucose,_5TMS_derivative_13C"	"Glucose,_5TMS_derivative"	"Palmitic_Acid,_TMS_derivative"	"Myo-Inositol,_6TMS_derivative_isomer_2"	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	"Indole-3-lactic_acid,_3TMS_derivative"	"L-Tryptophan,_3TMS_derivative"	"Oleic_Acid,_(Z)-,_TMS_derivative"	Sugar_phosphate_26_68	"Stearic_acid,_TMS_derivative"	"Tranexamic_acid,_3TMS_derivative"	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	"Xanthine,_3TMS_derivative"	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	"Uridine,_3TMS_derivative"	"Inosine,_4TMS_derivative"	"Sucrose,_8TMS_derivative"	"Adenosine,_4TMS_derivative"	Unknown_30_30	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	"Lactose,_8TMS_derivative"	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	"Guanosine,_5TMS_derivative"	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	L_Norvaline
185_T16_3	185_T16	4287013	1055998	55003	1412	25769	32766	35364	60	58527	749034	1832	4654	1225	553597	1007440	721756	137533	8436258	4535	30072	244463	30272	23220	12368	101231	22733	1439	3476	608	1206	2405	27	1089	3251	16310	163519	91144	685422	10338	30796	10377	1912	961	2256	6374	19168	6119	520404	323754	6616	1904	3089	4334	6541	5245	5341	38131	5795	9555	4949	10998	15290	553	8454	18926	1305	34518	1192	3865	19846	568243	44892	8054	86977	6601	18434	64151	13979	220200	24985	129600	3875	2382	12797	907	13272	61159	21465	3762	78513	1476	441	15384	17837	2844	3250	253	221	148	17333	149	3752	88507	90238	3924	133	10528	4577	1850	6852512
185_T16_4	185_T16	4190149	1030029	53221	1570	25419	31923	35678	62	59580	733314	1889	4279	1184	561996	972603	680982	131836	8532721	4090	26541	226129	30380	8952	11630	93957	20195	1309	3010	516	1393	994	39	936	2832	15576	151863	88956	607194	9115	28847	4103	1392	837	1949	2250	16370	2167	507032	312679	2333	1484	3086	3957	5556	4329	4703	31597	4471	8963	3673	9726	13616	479	7454	16058	145	29439	178	4411	18963	532336	77199	7349	81507	11725	15782	56336	13121	202430	23165	118193	3394	1939	8324	1078	11805	56129	17005	3146	66941	1251	331	13885	15202	2221	2229	204	275	103	14540	103	2473	68806	70479	3949	12	8057	3477	1938	7043140
185_T16_5	185_T16	2733540	536784	46765	1287	12449	18191	30323	14	56308	472724	983	2277	679	348056	517848	338545	70893	5736832	2726	15549	115235	25947	5372	6063	50701	12295	704	1760	310	656	761	12	589	2112	3863	72273	54216	335344	5412	15383	2629	779	532	1015	1751	8643	1198	275773	209992	1825	975	2589	1252	1440	2433	2704	14162	1983	4778	3623	5385	5948	187	3810	7661	436	13888	366	3110	11534	307295	41553	3388	42997	5809	6620	21341	7872	108489	13733	67579	1956	1021	3892	468	10386	30396	7984	1631	32331	935	81	12552	5462	1099	799	35	167	12	9249	12	1247	33818	34532	1986	91	4033	1780	1537	4786287
185_T24_1	185_T24	5612117	937059	52937	2019	106048	168646	48596	36	92931	805184	3620	6914	2325	577661	1000431	688496	147935	10807350	6506	59405	252252	40134	63277	12477	125412	41835	2946	4255	785	3047	5534	81	1831	51883	13090	151366	104093	803852	17787	33872	40821	4230	1141	2578	21917	32577	18540	458548	421883	22071	3645	6116	6521	43703	7720	9670	65752	7863	14312	2107	14962	29174	904	842	21481	471	78106	691	12	26364	1195878	3869	14623	191903	207	27765	124356	1031	345491	32651	137122	4751	7478	30183	152	33200	70893	48495	6528	101765	3949	778	37138	22258	4639	4942	515	1230	235	31394	325	4495	162255	143266	6939	505	16451	8358	8091	9168760
185_T24_2	185_T24	6100752	1111111	53682	2232	92986	151120	49352	15	90958	887534	4480	7408	2294	596490	1189618	907821	201497	7649752	7982	71429	324386	40973	79800	15164	150192	49844	3728	4986	960	3605	6577	70	1989	52957	17048	218136	106808	1028042	19603	41892	26785	4516	1443	3545	15218	35809	20399	605153	459623	13302	4384	8395	9089	46361	8704	10537	84321	11854	15776	2146	17368	32969	1282	610	29748	516	92829	288	12	34847	924526	4055	15312	144283	754	12759	158550	852	363903	39075	178533	5781	8368	23452	122	35308	90041	53591	7850	119212	6157	1190	41135	33351	7045	6406	585	1055	136	34759	331	5179	182902	177737	10549	272	18762	9831	8429	7110802
185_T24_3	185_T24	6703296	1515829	57759	2110	117741	184616	47380	112	94485	1002476	6779	6957	2571	699997	1564797	1438874	241385	13241391	11036	57902	537977	43710	115086	18932	215290	44334	3045	6760	1469	6200	8986	94	2095	14615	28424	411516	131922	1429238	26578	55692	61361	6119	2166	5417	31155	32825	28259	994969	475592	27624	4822	3799	19327	49936	9677	15832	79183	24938	18553	2097	19796	32788	2078	1477	45605	1009	80533	1059	12	40231	1702308	5258	15653	289680	950	42908	248413	1700	413690	58387	339211	10462	7396	47228	221	30550	149868	65028	7607	122159	3737	2177	35805	64554	14579	9341	661	1002	322	44620	451	7568	214154	225707	6527	829	27424	17930	10734	11643561
185_T24_4	185_T24	6188911	1060245	47205	2306	89620	141641	45564	47	89197	842885	4216	7251	1934	571634	1199786	755210	186919	8613688	7750	68939	279192	40530	24099	14992	129278	42788	2946	4631	863	2711	2386	102	1368	51994	15669	173962	100219	818251	19134	39949	10036	3748	1386	3303	6830	32109	7452	630575	433311	6179	4019	4926	6436	40306	8530	8594	64852	9049	15778	2189	17477	29004	858	1354	25662	225	82073	887	12	36174	1022130	3573	14310	158776	578	13583	106411	1797	324791	40801	184192	5577	7325	20993	83	32333	86186	46743	6581	97621	3962	741	36816	26717	5786	4239	457	893	190	30665	207	4600	179051	177377	8693	290	17570	9392	8730	7868349
185_T24_5	185_T24	5134029	852340	50224	2090	70083	112183	47272	59	90153	624741	3624	4787	2107	396420	949897	699749	139184	9735619	6627	45405	258940	40534	35778	11468	107340	28445	2023	3654	783	2054	3228	54	1258	55057	13461	176772	73315	708861	14953	31433	20944	2139	1200	2746	12127	22634	8925	573168	308423	11129	3150	7657	5055	29950	6451	7144	41897	8579	11706	2003	12647	17831	971	1476	21016	417	51297	575	93	34074	1141586	3119	9927	179329	495	20443	93832	2296	241398	36030	167654	5206	4559	26155	12	32667	80085	31981	4505	70708	3689	527	36796	23492	5029	3903	436	403	175	26623	187	3841	156039	151319	6888	285	15545	8823	9605	8781382
185_T8_1	185_T8	3115103	1412677	50937	2410	98255	156055	49225	169	91803	946410	1110	4112	2845	683184	1407983	768951	217679	10768296	7260	12369	407958	43037	31381	21053	171517	51193	3699	7049	1380	4075	3118	388	2060	11673	24518	283216	133534	1163218	3901	58888	13685	6164	1976	3820	8786	14015	9379	931184	557146	7962	5105	3058	14087	29158	10365	10213	90457	18055	20447	2241	21754	17932	1364	27415	46067	1507911	48669	1084747	39605	44366	1257226	3874645	6787	256939	829679	47771	165441	56378	493609	58019	331535	9324	4395	45706	111787	30965	134123	13785	3694	154116	3638	1854	35507	60333	13311	10979	809	16201	12463	50702	18659	8472	182793	1404374	10968	22952	34351	18296	10789	9237443
185_T8_2	185_T8	3093279	1100417	49569	2163	102979	165803	50720	147	95223	842487	853	4222	2154	647170	1118313	597288	184944	9859249	5748	12793	309204	38117	68374	16606	141579	51915	3803	5797	1071	3376	5564	274	2227	56839	18176	200721	124565	1097552	3789	47490	33054	4678	1571	3143	17604	16431	16989	615511	528649	17058	4711	6867	8873	29487	9189	9131	86479	11574	18782	3391	21078	17798	1245	19493	33884	1179933	52112	841598	37749	44716	1141949	3569656	7884	231428	742919	41917	149007	49939	460996	49332	228753	7162	4533	48683	117833	32992	105802	13387	4061	150726	4102	1255	37027	40845	9049	8834	723	14084	10919	44941	15751	6928	168121	1182802	7250	19763	28008	13141	221	8471104
185_T8_3	185_T8	3187512	1342029	55037	2254	93095	150315	50117	203	92304	924896	1041	3934	2453	691178	1311706	806433	54204	11212791	6883	11800	414771	43262	72243	19118	171888	49402	3429	6841	1347	4030	6257	375	2112	11845	24712	304830	134750	1263186	4177	55842	33365	6254	1978	3686	17934	15085	17002	849074	531813	17246	5063	1587	12244	28183	9824	10432	80110	18890	19139	2707	21050	16725	1416	26042	44744	1311961	42104	948846	37676	42689	1239979	3693502	7007	251479	777458	48359	172020	52993	462630	55931	320518	9310	4264	52350	124360	32497	131094	12823	3848	149820	3705	1728	35992	55636	12687	10362	652	13468	9865	47897	15502	8270	184570	1371574	13776	20040	32109	16357	165	9423017
185_T8_4	185_T8	2431710	905415	48159	2585	90237	143895	45705	29	87805	704382	695	3408	2413	561624	902484	452655	146848	8397382	4618	12127	239261	39907	41390	13325	110739	45754	3661	4700	911	2140	4024	223	1795	50108	11947	148925	103903	812856	2781	37483	18952	4150	1237	2196	12105	12078	11441	513233	446123	11843	4025	6663	4904	23740	8348	6357	75425	7561	15342	2748	16688	13961	638	14508	24327	1147142	40282	821085	31182	36996	922272	3165528	5429	177290	631298	33968	92446	40946	370060	38820	173423	5760	3765	35975	94392	33343	83744	9353	2807	113353	4189	787	37621	28910	6226	5038	382	12491	8636	33992	14137	5564	129313	1002351	9522	15132	20578	9115	108	7075497
185_T8_5	185_T8	2861407	1205327	53644	1980	98562	155162	45694	308	90018	922477	898	4014	2764	718152	1212508	668492	192571	10610798	6439	12261	350223	41746	87653	18160	153097	49793	3729	6192	1290	3493	6692	339	2049	57675	18600	238247	137950	1162686	3402	51981	40459	5760	1776	3228	20484	13608	17501	705419	554234	18800	4634	6376	9282	27673	9493	9608	84363	14556	19048	3230	20156	16559	1293	23126	37537	1399415	48320	1002050	35896	51115	1190906	3663089	6611	238151	763825	45275	156571	51377	467088	52870	252409	7833	4273	50709	122597	36404	116933	12068	3322	146591	4565	1441	41234	47462	10609	8657	676	13114	10380	46143	16245	7591	171557	1276722	5254	20358	28278	15116	171	9431561
186_T0_1	186_T0	219236	634823	43034	1348	29182	42692	30968	43	55824	536927	70	185	1019	462420	620052	280713	56795	7568903	2979	4395	176309	26247	10831	9125	63024	17954	462	2505	423	745	1583	1828	1050	2884	7224	116159	84695	446637	191	18429	6882	1219	864	624	4416	298	2470	363175	314784	4653	1202	3308	2599	600	3706	3012	24213	2934	7893	4820	8666	3183	302	9363	12785	1081068	5245	793828	21645	20831	452522	1619018	72	86432	316376	11975	30366	21438	184496	22884	119500	3281	1099	13306	35839	12823	50691	1023	61	69597	1211	241	15596	13275	2577	2542	393	2624	3936	18561	10688	2657	54423	883753	5036	6555	11606	4454	1858	6220292
186_T0_2	186_T0	247402	882393	57443	1311	27927	38606	32120	229	55590	616294	78	293	1354	493634	839115	441576	83006	8014853	3337	5598	261466	28438	31091	12335	90253	23430	604	3534	607	1264	2744	2520	1151	3209	14163	177232	93857	626829	214	28016	14898	2102	1019	819	6598	514	5362	498526	346957	7087	1954	3681	5207	1643	4925	4699	36434	6220	10586	6769	11801	4889	700	13800	18176	1487649	7578	1047864	16962	27865	570859	2079575	128	109326	408965	19353	66958	27642	252874	29914	155776	4599	1410	24153	65132	14773	70236	1589	119	91864	1729	699	17066	22067	3897	3889	293	3606	6578	24456	16944	3884	63750	1105710	7423	10908	16624	7012	1957	6510148
186_T0_3	186_T0	226973	673742	48099	1296	29935	42794	30071	49	56237	565906	59	169	1105	481882	657050	289677	68725	7724603	3138	4540	183067	25930	7468	9626	66314	18678	352	2775	485	903	1052	2058	1012	2940	7037	118538	88119	454097	174	19779	4405	1428	843	688	3295	250	1768	397859	327478	3492	1263	4335	2545	567	4167	2877	25755	2963	8409	5195	9399	3412	365	10026	14158	1148826	4683	844969	21303	22490	473283	1710450	71	91235	333022	12740	30445	23848	197125	24505	130227	3620	1075	11754	31699	13347	53598	1073	77	71540	1285	239	15483	13503	2801	2875	157	2482	4580	20249	11247	2673	49284	939656	2843	7117	12200	4693	2077	6351879
186_T0_4	186_T0	266804	922088	46664	1475	28627	38102	34021	181	58177	637925	67	287	1304	488718	876674	449886	88715	8198753	3576	5975	264170	29331	32134	12729	92187	24763	634	3492	650	1226	2859	2634	1280	3363	14564	174766	95519	655816	241	29609	15974	2417	1058	844	8054	523	6328	505116	355669	8450	1992	2985	5308	1686	5052	4687	40709	5941	11341	8292	12293	5098	592	13883	20724	1533949	7802	1089459	16600	28468	616814	2143737	271	118975	423362	22838	66182	28793	261644	30056	159861	4657	1584	25545	68495	14734	72066	1667	54	89906	1708	708	16826	23259	4204	4487	243	3608	6667	24103	17637	4863	82278	1130417	5548	10769	16756	7091	92	6795416
186_T0_5	186_T0	264722	907193	51771	1384	27900	35909	34911	164	60698	636662	59	266	1085	520165	837145	417322	79804	8232451	3055	5360	240023	30709	17212	12077	82117	21437	552	3137	560	1050	1516	2233	1052	2859	13625	154739	96600	575581	232	26615	8624	1981	935	743	3986	399	3146	470819	346494	4171	1544	2804	4113	1332	4510	4215	35976	4591	9817	5032	10638	4174	486	11679	17569	1362607	5739	969246	14194	24589	534284	1906863	186	100239	367879	18265	50841	24311	234824	26465	136339	4060	1309	19342	53146	13795	62372	1339	45	81227	1500	543	15769	19234	2843	3797	214	3844	5991	19606	14981	3121	945427	977165	4157	8827	14463	4997	2149	6981944
186_T16_1	186_T16	3909371	1109088	54090	1355	26906	34002	35557	107	60369	679488	1519	7133	1178	505340	986354	635349	135447	8271887	3658	13587	207365	29838	10470	13290	94757	21822	1257	3331	602	1371	1121	187	1025	3096	17505	152857	86706	644571	6002	31621	4287	1346	882	1146	2485	29863	2586	535812	288614	2575	1851	3855	3605	9892	4629	3872	35358	5784	9789	4006	10515	16949	468	54	18063	1205	19430	608	10121	21466	572687	457156	5938	93534	74844	7004	55032	24068	220815	25782	133432	3848	1310	10772	7520	11976	62109	15567	2505	78900	1327	381	14424	18061	2608	2596	257	1090	225	18782	337	3581	62995	830279	5835	331	10181	4462	2615	6769798
186_T16_2	186_T16	3872799	1063939	43998	1351	26361	35775	36083	118	60684	685639	1673	8191	1146	502215	976790	675391	140056	8169390	4058	19048	223653	27269	36864	13767	101565	25896	1564	3595	669	1542	3382	192	1204	3540	16762	166820	88379	753710	7413	32864	16194	1818	1024	1377	6986	34609	7959	528760	303569	7400	2201	4169	5475	12736	5370	4980	43808	8116	10678	6344	11706	20639	829	68	19614	328	24232	472	11949	24378	651407	461939	6624	107716	76037	20353	79868	27345	241946	28495	150250	4708	1697	18065	11781	13247	69548	21953	3056	91619	1624	537	15923	23465	4008	4617	263	490	185	22960	426	3834	945792	948103	5271	213	13549	6232	2553	6646034
186_T16_3	186_T16	3867852	1037491	48612	1356	25655	33490	33739	160	56670	668249	1798	7649	1114	481108	952759	633720	138971	8080494	3872	19355	209428	28724	34607	13080	95734	24574	1520	3412	635	1159	3487	176	1099	3410	19047	153927	83742	708675	7045	31763	14950	1770	939	1191	8114	33560	8683	504179	291688	8765	2151	3524	3661	12672	4935	4100	38913	6689	10175	6600	11247	19664	541	93	19444	793	21660	842	9531	22686	629778	370179	6512	102747	59719	9153	58134	25052	228655	26813	139428	4184	1530	16819	8112	13706	65600	19569	2772	84849	1543	457	15874	20630	3386	3423	300	377	167	20553	381	3501	76344	812905	3364	139	12080	5457	3570	6575563
186_T16_4	186_T16	2937867	711248	49035	2738	15619	22044	29570	32	55425	550546	1363	5455	927	439729	654162	407724	90057	7289597	3072	11944	137686	26051	4532	8908	65946	15702	952	2364	464	1111	822	156	873	2920	7386	99847	72902	431423	4771	21096	2416	997	705	854	2118	20630	1547	384691	250182	2383	1228	3633	2077	3905	3240	2547	18957	3451	6669	5075	7301	11458	287	63	12485	1077	12254	1128	6023	16221	437698	282835	4096	69395	44368	9794	33517	18448	157680	19492	101265	2849	997	5406	3026	11669	43657	10302	1428	47948	1154	124	13781	9099	1769	916	62	12	84	14464	110	1897	46389	601559	3746	45	7016	2853	1857	5898533
186_T16_5	186_T16	3695240	907122	45331	1495	23624	30426	35221	99	59276	620109	1605	7314	1107	456318	827880	505400	125448	7111172	3427	16909	164632	28213	21426	11296	77025	20952	1284	3056	564	1036	2394	149	1013	3143	14556	113254	75854	623467	5902	28209	8745	1405	865	1088	5347	29775	5538	420343	267963	5282	1808	3616	3206	9931	4337	3640	35039	4744	8592	4960	10073	15880	459	88	16305	2924	18018	2760	8279	19557	552542	326530	5787	86566	51663	16001	49286	21767	198201	22804	116071	3308	1379	13273	7374	12280	53058	14681	2374	63694	1331	356	14458	15746	2327	3118	272	391	114	16350	320	2909	65212	702428	3426	125	9887	4306	2150	6207339
186_T24_1	186_T24	7266147	1448060	59795	2192	127353	200513	48005	70	89728	982693	7028	18630	2141	721102	1522800	1291501	574144	12475049	9615	43692	405248	42767	190171	18226	190511	49371	3212	6777	1304	5998	12463	123	2228	12045	31775	284331	128510	1518460	22237	60488	97561	8626	2117	3968	41793	86101	50682	738423	438700	38493	5697	3577	16459	83324	10335	18372	87034	22911	20980	2859	21689	49028	1585	70	44514	280	52123	485	12	27682	1519307	3971	18452	255737	725	42500	229171	54977	405235	57703	332530	9165	3244	40498	142	29300	133060	61003	6446	112331	3706	2232	35694	56220	12054	7536	777	1293	364	49974	990	7783	221208	207613	12526	1058	29083	17028	210	10794856
186_T24_2	186_T24	7456043	1554110	56860	2342	95558	152116	49987	71	93815	1002638	8172	18194	2370	718210	1641453	1200908	237032	11362118	10096	46397	402036	42424	94079	22667	183282	49417	3351	6994	1476	3865	8685	131	2363	11831	23913	278602	124008	1385717	21259	62497	37906	4232	2161	4043	19830	85208	26204	935748	453330	18816	5727	2375	9051	79787	11256	13495	84348	21632	21599	2022	23079	51049	1349	155	45297	498	52378	629	12	31703	1359718	4665	18674	223751	643	42234	147932	55981	413768	61186	355525	9754	4140	35151	248	29537	140263	61545	7485	155814	3277	1412	34409	56420	12174	9955	811	1013	376	52628	958	9337	238861	226077	15146	664	30696	18645	12	9557642
186_T24_3	186_T24	7289280	1321661	52455	2031	101796	161575	47104	78	87681	911505	6613	20214	2020	591888	1438444	801945	223174	7514402	8896	54064	277238	40534	37807	20073	144647	53668	3848	6560	1273	2876	4077	92	2568	52593	23256	168044	106985	1078001	16862	55690	10610	3746	1847	3611	8500	91495	13858	776802	441417	6801	5669	7665	6842	80412	11659	10588	88991	12671	21000	2715	23426	57606	884	356	38159	12	60618	595	12	37894	1098029	3760	19941	173859	575	40524	113269	54980	413518	53674	253999	7507	4583	24672	12	35035	110711	59121	7281	141211	4243	1007	38793	41095	9130	7321	721	1518	204	49323	753	8228	234373	226148	13075	595	26685	14803	9389	7334383
186_T24_4	186_T24	5653847	879415	47499	2037	97464	153596	46637	18	88233	595909	4188	13390	1987	395884	961647	663507	127143	9589870	5873	36158	211113	40522	35753	12669	103197	34786	2477	4043	687	2948	3396	31	1449	53008	15650	133652	71648	716515	12424	33878	20508	2856	1131	1897	12570	62134	11405	503454	293930	12205	3825	4896	7024	60362	7573	9225	53231	7966	13582	2024	15126	34745	780	249	21552	390	36415	265	12	24178	1204044	2893	12879	192153	445	24524	110532	36619	278526	35526	157338	4801	2946	27568	101	33731	74752	36851	4128	80628	3981	730	38059	21831	4702	4198	446	557	12	32850	570	4815	142580	9272	5175	276	16649	8750	56	8219772
186_T24_5	186_T24	7597003	1542263	59182	2405	96525	149073	48362	170	89913	1005499	8293	18333	2212	731537	1636914	1205119	239348	10935465	10878	47323	395086	45368	117866	22715	184658	51458	3543	7396	1420	4377	9092	130	2497	12744	25123	276357	126203	1438352	21754	65633	45191	5101	2255	4145	21654	86605	27905	901405	461833	19303	5846	905	12340	81259	11871	13810	90792	22794	21966	1942	23917	54282	1687	152	47887	1851	55425	1840	12	32089	1389931	7838	18972	228592	1392	44749	174757	58817	431202	62540	356462	9746	4454	37621	195	31950	141076	62754	7546	155062	3712	1676	37717	56827	13089	10042	878	1344	52	59363	947	10370	252497	232275	13692	938	32584	19948	11161	9627248
186_T8_1	186_T8	1499931	1438759	59932	2195	101164	164184	48548	259	90275	999157	977	2149	2857	758420	1418305	783555	162225	11653529	7158	14273	449388	45289	71985	21818	181152	53805	3064	7376	1475	4210	6435	4463	2269	12071	28635	311727	153914	1246165	1534	61543	33156	7811	2091	1980	18582	11761	18675	928030	603492	17574	5511	2335	14803	27361	10336	11078	97232	22076	21402	2693	22893	15844	1354	28569	49220	2410647	39204	1782797	38584	46499	1287756	3876904	2918	263950	827049	53477	181437	58570	525576	61358	353832	10100	4267	53943	131018	33019	143766	8597	1965	173681	3928	2259	37806	66006	14245	10985	632	17043	16216	54394	30369	8108	194852	2275259	17800	32663	36485	19624	4587	9868062
186_T8_2	186_T8	1307247	1050763	55321	2121	92432	144737	46859	244	90749	778928	794	1907	2483	530454	1057520	479076	150683	7695852	5633	13128	284827	41611	72454	16312	126447	48230	3053	6001	1150	2239	6133	3429	1805	55706	15371	178293	109539	1050235	984	48310	25823	4375	1631	1534	15708	10201	16505	614047	482478	12841	4502	5121	4528	21718	9372	7544	74059	11249	17854	2714	19010	12851	847	20395	33856	2109196	34345	1536618	31817	49223	1084904	3440641	2522	214297	697233	40022	100021	49269	433394	48341	229527	7183	3955	45196	110547	37390	105102	6479	1555	143724	4859	976	40432	41869	9254	7407	668	12940	14284	43396	23726	6780	157008	1879019	13999	25263	27760	13657	3780	7589170
186_T8_3	186_T8	1573119	1475869	58245	2368	104254	163021	46400	337	89677	1036623	1085	2477	2681	786940	1448755	799292	191510	11755046	8127	14527	468261	45138	110297	22597	188243	54881	3232	7775	1696	4048	8538	5005	2372	13072	26433	330423	158091	1433175	1681	66064	49874	7508	2291	2132	24598	12167	23467	940160	616830	21653	5524	864	10838	27976	11094	11098	88391	24519	22593	2412	23680	16211	1413	30951	54493	2518404	39696	1842883	39682	49480	1368255	4014582	3020	281858	861558	57538	162826	61554	552432	65069	384747	10789	4789	60270	142789	33139	154729	9142	1984	186245	4249	2164	38103	73097	16453	12148	988	17313	17653	74919	31189	10250	210088	2404864	7812	35765	39049	21491	10620	10324412
186_T8_4	186_T8	1394374	1162848	52886	2352	103644	164997	48333	222	91794	877641	809	2078	1830	643780	1149034	532118	157872	10004126	6109	14065	321778	40699	54873	18335	140737	51516	3234	6332	1196	2554	4916	3587	2447	55167	22855	203699	130789	1061989	1145	51112	24655	5793	1832	1657	15300	11185	14138	719725	552507	14234	4838	5042	6625	24825	9797	7718	82841	12589	19116	2811	20614	14950	851	22061	39365	2227279	39101	1642570	35640	50361	1191011	3619795	3016	242045	760374	44183	114489	52549	485525	52557	251428	7946	4143	49035	117139	36781	114225	7324	1634	155815	4558	1133	40169	47110	10539	8603	738	15942	15006	47042	27014	7610	173443	2042573	10006	28351	30342	15060	8949	8864512
